agency,series,code,description,screenTitle,type,charLimit,tsj,constraints
Federal,s13,c11,State income tax withheld,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c12,Nominee total ordinary dividends,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c14,Form 1116 name or number [Override],Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=999999999
Federal,s13,c15,Foreign income tax withheld (foreign currency),Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c16,Foreign income tax withheld (U.S. dollars),Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c17,Date paid or accrued (if not 1099 taxes),Dividend Income (1099-DIV),DATE,,N,
Federal,s13,c18,Total municipal bonds,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c21,From other than mutual fund,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c22,Adjusted basis,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s13,c24,(2d) Collectibles (28%) rate gain,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c25,(2b) Unrecaptured section 1250 gain,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c26,(2c) Section 1202 gain,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s13,c27,Nominee capital gain distributions,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c28,"Capital gain distributions statement: 1=with tax return, 2=with worksheets, 3=suppress [Override]",General Information,NUMBER,,N,formattedNumber; min=1; max=3
Federal,s13,c30,(1b) Qualified dividends,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c32,Nominee qualified dividends,Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c34,"Qualified dividends statement: 1=with tax return, 2=with worksheets, 3=suppress [Override]",General Information,NUMBER,,N,formattedNumber; min=1; max=3
Federal,s13,c35,Category of income (Click on arrow to select from list),Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=11
Federal,s13,c36,Foreign taxes accrued,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c46,1099 taxes,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c50,Total long-term capital gain distribution for assets acquired after 12/31/2011 {AZ},Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c51,(2e) Section 897 ordinary dividends (informational only),Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c52,(2f) Section 897 capital gain (informational only),Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c88,Foreign address,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s13,c100,"1=delete this year, 2=delete next year",Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=2; src:STRING; source:maxLength=1
Federal,s13,c101,"State capital gain distributions (if different, -1=none) {CA}",Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c105,State only taxable dividend {},Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=999999999; src:ENUM; source:maxLength=1
Federal,s13,c106,Post 8/7/86 private activity bonds (6251) (percentage or amount) (In-state) {NE},Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c108,Not includable as dividends - KS intangibles {KS},Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c109,Municipal interest not taxable to Utah {UT},Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c111,Nontaxable to federal {CA},Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c121,State ID verified?,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s13,c122,(5) Section 199A dividends,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s13,c123,Include payer in amended Georgia income statement details due to change  {GA},Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s13,c501,"Percentage foreign (.xxxx) or amount, if different - Total Ordinary Dividends",Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c502,U.S. bonds (nontaxable to state) (% or amount),Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c503,In-state municipal bonds (percentage or amount),Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c504,Certain private activity bonds (6251) (% or amount),Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c510,"Percentage foreign (.xxxx) or amount, if different - Capital Gain Distributions",Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c512,"Percentage foreign (.xxxx) or amount, if different - Qualified Dividends",Dividend Income (1099-DIV),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s13,c800,Name of payer,Dividend Income (1099-DIV),STRING,40,N,maxLength=40
Federal,s13,c801,Payer,Dividend Income (1099-DIV),SSN,9,N,
Federal,s13,c802,Street address,Dividend Income (1099-DIV),STRING,40,N,maxLength=40
Federal,s13,c803,City / State / ZIP code,Dividend Income (1099-DIV),STRING,40,N,maxLength=40
Federal,s13,c814,Payer's identification number {MN},Dividend Income (1099-DIV),STRING,7,N,maxLength=7
Federal,s13,c815,Payer {},Dividend Income (1099-DIV),SSN,9,N,
Federal,s13,c816,Virginia account number {VA},Dividend Income (1099-DIV),STRING,15,N,maxLength=15
Federal,s13,c817,EIN for CT-1040WH {CT},Dividend Income (1099-DIV),SSN,9,N,
Federal,s13,c818,Name of foreign country (not required if HTKO),Dividend Income (1099-DIV),STRING,60,N,maxLength=60
Federal,s13,c819,Utah withholding ID number,Dividend Income (1099-DIV),STRING,14,N,maxLength=14
Federal,s13,c821,Address,Dividend Income (1099-DIV),STRING,25,N,maxLength=25
Federal,s13,c822,City / State / ZIP code,Dividend Income (1099-DIV),STRING,20,N,maxLength=20
Federal,s13,c823,City / State / ZIP code,Dividend Income (1099-DIV),STRING,2,N,maxLength=2
Federal,s13,c824,City / State / ZIP code,Dividend Income (1099-DIV),STRING,10,N,maxLength=10
Federal,s13,c825,State identification number,Dividend Income (1099-DIV),STRING,12,N,maxLength=12
Federal,s13,c851,Financial institution,Dividend Income (1099-DIV),STRING,40,N,maxLength=40
Federal,s13,c852,Account number,Dividend Income (1099-DIV),STRING,40,N,maxLength=40
Federal,s13,c853,Description,Dividend Income (1099-DIV),STRING,40,N,maxLength=40
Federal,s13,c900,City / State / ZIP code,Dividend Income (1099-DIV),STRING,2,N,maxLength=2
Federal,s13,c901,City / State / ZIP code,Dividend Income (1099-DIV),STRING,10,N,maxLength=10
Federal,s13,c902,Region / Postal Code / Country,Dividend Income (1099-DIV),STRING,20,N,maxLength=20
Federal,s13,c903,Region / Postal Code / Country,Dividend Income (1099-DIV),STRING,15,N,maxLength=15
Federal,s13,c904,Region / Postal Code / Country,Dividend Income (1099-DIV),STRING,20,N,maxLength=20
Federal,s13,c905,Corrected,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c907,FATCA filing requirements,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c908,TIN not.,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=1
Federal,s13,c1002,(1a) Total ordinary dividends,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1003,(2a) Total capital gain distributions,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1004,(3) Nondividend distributions,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1005,(6) Investment expenses,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1010,(4) Federal income tax withheld,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1011,State income tax withheld,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1012,Nominee total ordinary dividends,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1018,Total municipal bonds,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1024,(2d) Collectibles (28%) rate gain,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1025,(2b) Unrecaptured section 1250 gain,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1026,(2c) Section 1202 gain,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=1; max=999999999
Federal,s13,c1027,Nominee capital gain distributions,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1030,(1b) Qualified dividends,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1032,Nominee qualified dividends,Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1122,(5) Section 199A dividends,Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s13,c1502,U.S. bonds (nontaxable to state) (% or amount),Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1503,In-state municipal bonds (percentage or amount),Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1504,Certain private activity bonds (6251) (% or amount),Dividend Income (1099-DIV),NUMBER,,N,
Federal,s13,c1505,Mutual fund with federal exempt dividends {MN},Dividend Income (1099-DIV),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c1,Spouse,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c2,(7) IRA/SEP/SIMPLE,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c3,(1) Gross distribution,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c4,(2a) Taxable amount,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c5,(3) Capital gain included in taxable amount,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c6,(4) Federal income tax withheld,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c7,"Death benefit exclusion ($5,000 maximum)","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=5000; src:STRING; source:maxLength=1
Federal,s14,c8,"State taxable amount, if different","Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c9,(14) State tax withheld,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c10,"Local taxable amount, if different","Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c11,(17) Local tax withheld,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c12,Lump-sum distribution (4972),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c13,To other than a Roth IRA,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c14,"Participant born after January 1, 1936","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c15,Not a distribution of entire balance from qualified plans,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c16,Not 5-year participant,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c17,Paid to beneficiary of participant who died,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c18,Nontaxable military retirement benefits,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c19,Total distribution of all Roth IRAs,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c20,"Distribution received a rollover after 2001 from an IRA, a government section 457 plan, a section 403(b) tax sheltered annuity or on behalf of another plan's surviving spouses","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c21,Used Form 4972 after 1986,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c22,Actuarial value of annuity [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c23,Federal estate tax,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c24,"Early distribution tax: 1=10%, 2=25% (SIMPLE), 3=suppress [Override]","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=3
Federal,s14,c25,Amount excluded from 10%/25% tax,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c26,Reason for excluded amount (Click on arrow to select from list),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=99
Federal,s14,c27,Distribution not from IRA or elective deferral plan (8880),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c32,Railroad retirement benefits (RRB 1099-R),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c33,"Traditional/traditional SEP/traditional SIMPLE IRA: 1=report on Form 8606, 2=exclude [Override]","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=2
Federal,s14,c34,Value of all traditional/traditional SEP/traditional SIMPLE IRAs at 12/31/25 (plus outstanding rollovers) (-1=none),"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c35,Report taxable amount on Schedule R,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c36,Report taxable amount as wages (pre-retirement age),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c37,Suppress Form 5329 (filing not required),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c39,Suppress Form 3805P (state filing not required),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c40,"State amount excluded, if different","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c41,"State capital gain, if different","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c42,Used Schedule G-1 after 1986 {CA},"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c43,Arkansas tax paid on prior years distribution,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c44,Qualifies for military retirement credit,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c45,Net unrealized appreciation (if elected),"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c46,Pension/IRA not entitled to exemption,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c47,Date retired,"Pensions, IRAs (1099-R)",DATE,,N,
Federal,s14,c48,"Retirement exclusion: 1=Oklahoma government or federal civil service, 2=civil service in lieu of social security, 3=eligible FERS annuity supplement","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=3; src:STRING; source:maxLength=1
Federal,s14,c49,Michigan retirement subtraction (default=private)  (Click on arrow to select from list),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=5
Federal,s14,c51,Louisiana nontaxable pension (Click on arrow to select from list),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=4
Federal,s14,c52,Kentucky retirement system (nontaxable to state),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c53,"From New York state, U.S. or political subdivision","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c54,Civil service annuity,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c55,"State death benefit exclusion, if different","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=5000; src:STRING; source:maxLength=1
Federal,s14,c57,Qualified first-time homebuyer expenses (Roth 5-year holding period met),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c58,"Roth IRA: 1=qualified, 2=non-qualified, 3=direct rollover [Override]","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=3
Federal,s14,c59,Qualified disaster distributions included in gross distribution,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c60,Elect not to average over three years,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c61,Repayments made on or before 12/31/25,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c63,IRA distributions transferred to qualified charity,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c64,Repayments made on or before filing the return,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c65,Repayments made after 12/31/25 but before filing return,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c67,Foreign address,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c68,1=state does not conform,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1; src:STRING; source:maxLength=1
Federal,s14,c70,Treat as inherited,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c71,Corrected,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c72,(2b) Taxable amount not determined,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c73,Total distribution,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c74,Taxable amount (-1=none) (2a) [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c75,Capital gain (included in box 2a) (-1=none) (3) [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c76,(5) Employee contributions/Designated Roth contributions or insurance premiums,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c77,(6) Net unrealized appreciation in securities,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c79,(8) Other distribution,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c80,(11) First year of designated Roth contributions,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=2006; max=9999
Federal,s14,c87,From a qualified plan or Roth IRA to a Roth IRA,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c88,Foreign address,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c89,(14) State Tax Withheld [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c90,(19) New York City tax withheld {NY},"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c91,(19) City of Yonkers tax withheld {NY},"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c93,(17) Local Tax Withheld [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c94,"Nonstandard (altered, typed or handwritten)","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c95,(9b) Total employee contributions,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c96,(16) State Distribution [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c97,(19) Local Distribution [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c98,2026 Form 1099-R with distribution code 'P' or 'R',"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c100,"1=delete this year, 2=delete next year, 3=skip this year (proforma only)","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=3
Federal,s14,c101,Used SC-4972 for distribution received after 1986 {SC},"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c102,Used SC-4972 as beneficiary for distribution received after 1986 {SC},"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c103,Not the first year annuity is received,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c104,"Received due to retirement (Q,7)","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c105,Annual annuity,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c106,Multiple (expected number of years annuity to be paid),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c107,Employee investment in contract,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c108,Employee contributions (no withholding),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c109,Employer contribution,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c110,Annuity dividends received in 2025,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c112,Annual recovery of employee investment [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c113,Amount of annuity received in 2025,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c114,Ineligible for pension exemption (MO-A),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c115,Massachusetts exempt pension income (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c116,Massachusetts qualified contributory pension income (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c117,Keogh distribution,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c118,Include payer in amended Georgia income statement details due to change from original,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c119,West Virginia police/fireman's retirement benefit (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c120,West Virginia teachers/public employees retirement (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c121,West Virginia certain Fed. retired law enforcement officers (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c122,SC estate tax attributable to lump sum {SC},"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c123,Military retirement,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c124,KPERS lump sum distribution tax [Adjust],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c125,Federal retirement benefits (other than railroad retirement benefits),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c126,Kansas pension plans,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c127,Qualifying SC retirement income (1=maximum deduction),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c128,"1=eligible for pension exclusion, 2=exclusion for retired or retainer pay of the uniformed services","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=2
Federal,s14,c129,Date of retirement,"Pensions, IRAs (1099-R)",DATE,,N,
Federal,s14,c130,Months of service credit earned after 12/31/97,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c131,Distribution not eligible for Delaware pension exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c132,Qualifying Delaware distributions from qualified retirement plans for higher education (1=all or amount),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c133,Distribution not eligible for Hawaii pension exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c134,Total months of service including purchased service credits,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c135,Exempt retirement income [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c136,Excludable retirement income under Bailey decision,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c137,Nontaxable U.S. military pension,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c138,"Traditional/traditional SEP/traditional SIMPLE IRA distributions converted to Roth, Roth SEP, or Roth SIMPLE IRA","Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c141,Connecticut retirement subtraction (Click on arrow to select from list),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=2
Federal,s14,c142,Qualifies for military retirement exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c143,Funds rolled over or transferred to the ERS from a 457(b) deferred compensation plan or a 403(b) tax-sheltered annuity to purchase or upgrade ERS retirement service credit (1=all or amount),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c144,Amount qualified for Hawaii pension exclusion [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
